district,urban,living.children,age_mean,contraceptive_use
132,0,4,13.44,0
132,0,4,12.44,0
132,0,4,-2.5599,1
132,0,4,-0.5599,0
132,0,4,1.44,0
132,0,4,5.44,0
132,0,4,2.44,0
132,0,4,4.44,0
132,0,3,4.44,0
132,0,4,8.44,0
132,0,1,-11.559,1
132,0,2,-11.56,0
132,0,4,-3.5599,1
132,0,4,1.44,0
132,0,4,-2.5599,1
132,0,1,-11.559,0
132,0,4,1.44,0
132,0,4,10.44,1
132,0,2,-9.5599,0
132,0,1,-9.5599,0
133,1,3,4.44,0
133,1,4,2.44,1
133,1,2,-1.5599,1
133,0,2,-10.56,0
133,0,3,19.44,0
133,0,2,-4.5599,0
133,1,2,-7.5599,0
133,0,4,18.44,0
133,1,4,6.44,1
133,1,4,1.44,1
133,1,4,5.44,1
133,0,4,0.44,1
133,0,3,6.44,0
133,0,3,-2.5599,0
134,1,1,4.44,0
134,1,4,11.44,0
134,1,4,-2.5599,0
134,0,1,-11.559,1
134,0,2,3.44,1
134,0,4,-3.56,1
134,0,1,-8.5599,1
134,0,3,-3.5599,1
134,0,4,8.44,1
134,0,3,-3.5599,0
134,0,4,2.44,1
134,0,3,0.44,1
134,0,3,-7.5599,1
134,0,1,-12.559,0
134,1,4,8.44,0
134,0,4,-2.5599,1
134,0,3,8.44,0
134,0,4,8.44,1
134,0,2,-9.5599,0
134,0,4,9.44,0
134,0,4,-2.5599,1
134,0,3,13.44,1
134,0,2,-2.5599,1
134,0,4,12.44,1
134,0,4,4.44,1
134,1,3,10.44,0
134,0,3,0.44,1
134,1,1,-9.5599,1
134,0,4,11.44,1
134,0,2,4.44,0
134,1,3,13.44,1
134,1,1,-1.5599,1
134,1,4,10.44,0
134,0,4,11.44,1
134,0,3,4.44,1
135,1,2,-10.559,0
135,1,1,-11.559,0
135,1,2,-0.5599,1
135,1,2,-0.5599,1
135,1,1,2.44,1
135,1,2,6.44,0
135,0,3,-7.5599,0
135,0,4,3.44,0
135,0,3,-6.5599,0
135,0,4,6.44,0
135,0,4,18.44,1
135,0,3,-0.5599,1
135,0,4,1.44,1
135,0,2,-6.5599,0
135,0,3,10.44,1
135,0,3,-6.5599,1
135,0,4,5.44,0
135,0,4,10.44,1
135,0,4,16.44,0
135,0,1,16.44,0
135,0,4,2.44,0
135,1,2,-9.5599,0
135,1,1,0.44,1
135,0,4,5.44,0
135,0,1,-11.559,0
135,1,1,-13.559,0
135,0,2,-2.56,1
135,1,2,-12.559,1
135,0,3,12.44,1
135,0,2,-9.5599,0
135,1,1,-6.5599,1
135,1,4,-0.5599,1
135,1,3,-10.559,0
135,0,4,14.44,1
135,1,3,-6.5599,1
135,1,1,-6.5599,0
135,0,4,-0.5599,0
135,0,1,-7.5599,1
135,0,4,3.44,1
135,1,4,17.44,0
135,1,4,4.44,1
135,0,3,4.44,0
135,1,3,9.44,1
135,0,4,-2.5599,1
135,1,3,6.44,0
135,1,4,-5.5599,1
135,0,2,-13.559,0
135,0,4,-8.5599,1
136,1,3,-4.5599,1
136,0,1,-8.5599,0
136,0,3,-0.5599,0
136,0,4,19.44,0
136,0,4,1.44,0
136,0,4,3.44,1
136,0,4,1.44,0
136,0,2,-9.5599,0
136,0,2,-7.5599,0
136,0,2,-5.5599,1
136,1,4,12.44,0
136,0,3,-3.5599,1
136,0,2,5.44,0
136,0,3,-2.5599,1
136,0,4,2.44,0
136,0,2,4.44,1
136,1,1,-10.559,0
137,0,2,1.44,1
137,0,4,18.44,1
137,0,3,-2.5599,1
137,0,3,-3.5599,1
137,0,1,-13.559,0
137,0,4,3.44,0
137,0,4,16.44,0
137,0,4,9.44,1
137,0,2,-6.5599,0
137,0,1,-9.5599,1
137,0,4,5.44,0
137,0,4,10.44,0
137,0,3,-4.5599,1
138,1,4,8.44,1
138,1,4,9.44,1
138,1,1,-6.5599,0
138,1,2,19.44,0
138,0,4,19.44,0
138,0,4,16.44,0
138,0,1,-9.5599,0
138,1,4,15.44,1
138,0,4,17.44,0
138,0,4,0.44,0
138,0,1,-12.559,0
138,1,4,15.44,0
138,0,4,16.44,0
138,1,4,-1.5599,1
139,0,4,8.44,0
139,0,1,-1.5599,1
139,0,1,-10.56,1
139,0,3,-1.5599,1
139,0,2,-0.5599,1
139,0,3,-1.5599,1
139,0,1,-6.56,0
139,0,1,-11.559,0
139,0,4,13.44,0
139,0,4,8.44,0
139,0,4,-7.5599,0
139,0,1,3.44,1
139,0,1,-13.559,0
139,0,4,10.44,1
139,0,4,19.44,0
139,0,4,7.44,1
139,0,3,12.44,1
139,0,1,-4.5599,0
139,0,1,-7.5599,0
139,0,4,-8.5599,1
139,0,4,5.44,0
139,1,4,4.44,0
139,1,2,-10.559,1
139,0,1,-10.56,1
139,0,1,-7.5599,1
139,0,4,14.44,0
140,1,4,2.44,0
140,1,4,1.44,0
140,1,1,-12.559,0
140,1,1,-4.5599,1
140,1,1,-10.559,0
140,1,4,10.44,1
140,1,1,-7.5599,0
140,1,2,-3.5599,1
140,1,4,1.44,1
140,1,4,10.44,0
140,1,4,4.44,1
140,1,1,5.44,0
140,1,3,-1.5599,1
140,1,2,11.44,0
140,1,2,-5.5599,1
140,0,4,4.44,0
140,0,4,5.44,1
140,0,4,17.44,1
140,0,1,-10.559,1
140,1,1,12.44,1
140,1,2,-1.5599,1
140,1,1,-8.5599,1
140,1,1,4.44,0
140,1,4,3.44,1
140,1,2,-8.5599,0
140,0,1,-4.5599,0
140,0,4,0.44,1
140,0,4,12.44,0
140,1,3,2.44,0
140,1,1,-9.5599,0
140,1,4,15.44,0
140,0,4,13.44,0
140,0,4,0.44,1
140,1,1,-3.5599,1
140,1,1,0.44,1
140,1,3,5.44,1
140,1,1,-11.559,0
140,1,4,11.44,0
140,0,4,-4.5599,0
140,0,4,14.44,0
140,0,4,19.44,0
141,1,1,6.44,0
141,0,2,1.44,0
141,0,4,13.44,1
141,0,4,10.44,1
141,0,3,-4.5599,1
141,0,1,-8.5599,1
141,0,4,2.44,0
141,0,4,7.44,1
141,0,2,11.44,0
141,0,3,-2.5599,1
141,0,1,-12.559,0
141,0,2,-5.5599,0
141,0,2,5.44,1
141,0,2,-9.5599,1
141,0,2,-1.5599,1
141,0,3,-0.5599,1
141,1,4,6.44,0
141,0,4,8.44,1
141,0,1,-3.5599,1
141,0,3,-1.5599,0
141,1,4,6.44,0
141,0,4,12.44,0
141,0,4,0.44,1
141,0,4,-0.5599,0
141,0,3,-7.5599,0
141,0,2,-6.5599,0
142,1,1,-13.559,0
142,1,2,-0.5599,0
142,0,2,1.44,1
142,0,4,16.44,1
142,0,2,-1.5599,1
142,0,3,9.44,1
142,0,4,11.44,1
142,0,1,-10.56,0
142,1,2,-7.5599,0
142,1,2,0.44,0
142,1,2,-2.5599,1
143,1,1,1.44,0
143,1,3,3.44,0
143,1,4,0.44,0
143,1,3,5.44,1
143,1,3,2.44,1
143,1,3,-2.5599,1
143,1,4,17.44,0
143,1,2,2.44,1
143,1,3,-8.5599,0
143,1,4,11.44,1
143,0,2,0.44,1
143,0,2,-3.5599,1
143,0,1,0.44,0
143,0,1,-13.56,0
143,0,3,-2.5599,0
143,0,2,-10.559,1
143,0,1,-12.559,0
143,0,2,-8.5599,0
143,0,1,-10.559,0
143,0,4,-5.5599,1
143,0,4,6.44,1
143,0,4,18.44,0
143,0,4,13.44,0
143,0,1,-1.5599,0
143,0,1,-10.559,1
143,0,3,-4.5599,1
143,0,3,-6.5599,1
143,0,1,-11.56,0
143,0,4,10.44,1
143,0,1,-0.5599,0
143,0,4,12.44,1
143,0,4,12.44,1
143,1,1,-6.5599,1
143,0,1,-13.56,0
143,0,4,17.44,1
143,0,2,-5.5599,1
143,1,1,-12.559,1
143,0,2,0.44,0
143,1,2,-0.5599,1
143,0,1,-9.5599,1
143,1,2,-0.5599,0
143,0,1,-13.56,0
143,1,1,-11.559,1
143,1,2,-0.5599,1
143,1,1,6.44,0
144,0,4,13.44,0
144,0,4,0.44,0
144,0,1,-0.5599,0
144,0,4,7.44,0
144,0,1,-3.5599,0
144,0,4,13.44,0
144,0,1,-13.559,0
144,0,1,-0.5599,0
144,0,3,1.44,1
144,0,2,-4.5599,0
144,0,3,7.44,0
144,0,1,-10.559,0
144,0,2,-4.5599,0
144,0,4,1.44,0
144,0,4,16.44,1
144,0,3,1.44,1
144,0,1,-7.5599,0
144,0,4,-5.56,0
144,0,4,5.44,0
144,0,4,2.44,0
144,0,1,-10.559,0
144,0,3,-3.5599,1
144,0,3,16.44,1
144,0,1,18.44,0
144,0,2,-1.5599,1
144,0,2,-6.56,0
144,0,3,-2.5599,0
145,1,2,10.44,1
145,1,1,-7.5599,0
145,1,3,-2.5599,1
145,1,2,-9.5599,1
145,0,4,11.44,0
145,0,1,10.44,0
145,0,4,17.44,0
145,0,2,-6.5599,0
145,0,2,4.44,1
145,0,2,1.44,1
145,0,2,-6.5599,0
145,0,4,-0.5599,1
145,0,3,-8.5599,0
145,0,4,-2.5599,1
145,0,3,-11.559,0
145,0,4,10.44,1
145,0,3,-4.56,0
145,0,4,-1.5599,1
145,0,4,5.44,0
145,0,1,-12.56,0
145,0,4,1.44,0
145,0,4,1.44,0
145,0,3,4.44,0
145,0,2,-10.559,1
145,0,3,19.44,0
145,0,2,-10.559,1
145,1,3,-6.5599,1
145,0,2,-6.5599,0
145,0,3,-3.5599,0
145,0,3,-8.5599,0
145,0,1,-9.5599,0
145,0,1,-1.5599,0
145,0,1,-13.559,0
145,0,1,-12.56,0
145,0,2,-4.5599,0
145,0,4,-0.5599,1
145,0,2,-10.559,0
145,0,3,0.44,0
145,0,2,-6.5599,0
146,1,1,-8.5599,0
146,1,3,0.44,0
146,1,3,3.44,0
146,1,2,0.44,1
146,0,3,-9.5599,0
146,0,3,-3.5599,1
146,0,3,-1.5599,1
146,0,3,0.44,1
146,0,3,-3.5599,1
146,0,2,-6.5599,0
146,0,2,-5.5599,0
146,0,4,9.44,0
146,0,2,-10.559,1
146,0,4,-2.5599,1
146,0,1,-7.5599,1
146,0,4,16.44,0
146,0,1,-5.5599,1
146,0,3,2.44,1
146,0,4,-0.5599,1
146,0,4,2.44,1
146,0,4,15.44,0
146,0,2,-2.5599,1
146,0,3,-3.5599,1
146,0,3,5.44,0
146,0,1,-11.559,0
146,0,2,13.44,1
146,0,4,6.44,1
146,0,1,-7.5599,0
146,0,1,-9.5599,0
146,0,4,18.44,0
146,0,2,-12.559,0
146,0,1,-11.559,0
146,0,3,-0.5599,1
146,0,1,-4.5599,0
146,0,4,0.44,1
146,0,4,0.44,0
146,0,1,6.44,0
146,0,4,8.44,0
146,1,4,7.44,1
146,1,1,-10.559,0
146,0,3,-0.5599,1
146,0,4,6.44,1
146,0,1,-7.5599,1
146,0,1,-12.56,1
146,0,4,8.44,0
146,1,4,-0.5599,1
146,0,1,-11.559,0
146,0,4,-5.5599,1
146,1,4,7.44,1
146,0,4,2.44,0
146,0,3,0.44,1
146,0,4,1.44,1
146,0,4,17.44,0
146,0,2,-2.5599,0
146,0,4,7.44,1
146,0,4,7.44,1
146,0,1,-9.5599,0
146,0,3,-0.5599,0
146,0,4,-5.5599,0
146,0,1,-4.5599,0
146,0,2,-11.559,1
146,0,1,-10.56,1
146,0,4,3.44,0
146,0,4,8.44,0
146,0,1,-12.56,1
146,0,2,-2.5599,1
146,0,4,-3.5599,0
146,1,4,13.44,1
146,0,3,3.44,0
146,0,4,16.44,0
146,1,2,-8.5599,1
146,0,1,-12.56,1
146,0,4,-2.5599,1
146,1,2,-1.5599,1
146,0,3,2.44,0
146,0,4,6.44,1
146,0,1,-4.5599,0
146,0,2,-6.5599,1
146,1,2,7.44,1
146,0,1,0.44,0
146,0,3,17.44,1
146,0,3,-2.5599,1
146,0,4,4.44,1
146,0,1,-11.559,0
146,0,4,10.44,0
146,0,4,15.44,0
147,1,3,-0.5599,1
147,1,4,12.44,1
147,1,1,-11.559,0
147,1,3,8.44,1
147,0,1,-9.5599,0
147,0,4,9.44,0
147,1,1,1.44,0
147,0,4,8.44,1
147,1,1,-6.5599,0
147,0,3,8.44,0
147,0,1,8.44,1
147,0,4,6.44,1
147,0,2,17.44,0
147,0,4,1.44,1
147,0,4,16.44,0
148,1,3,-5.5599,0
148,1,4,16.44,0
148,1,2,-6.5599,1
148,1,1,-12.559,1
148,1,1,-5.5599,1
148,1,1,-11.559,0
148,0,3,-0.5599,1
148,0,2,-10.559,0
148,0,3,14.44,0
148,0,4,12.44,1
148,0,3,3.44,1
148,0,4,-1.5599,1
148,0,4,11.44,1
148,0,3,2.44,1
148,0,1,-11.56,0
148,0,2,14.44,1
148,0,3,-0.5599,0
148,0,2,-5.5599,1
148,0,1,-4.5599,0
148,0,1,-4.5599,0
148,0,3,0.44,1
148,1,2,-4.5599,0
148,0,2,0.44,0
148,0,2,5.44,1
148,0,1,-10.559,1
148,0,2,-4.5599,1
148,1,1,17.44,0
148,0,4,15.44,0
148,0,1,-13.559,0
148,0,4,17.44,0
148,0,2,-4.5599,1
148,1,3,-1.5599,1
148,0,1,-9.5599,0
148,1,4,9.44,0
148,1,2,-0.5599,1
148,1,3,1.44,1
148,0,1,-12.559,0
148,1,4,4.44,1
148,0,1,-0.5599,0
148,1,1,-7.5599,1
148,1,4,13.44,0
148,1,4,2.44,1
149,0,1,-10.559,0
149,0,4,2.44,0
149,0,1,-12.559,0
149,0,1,-9.5599,0
150,1,4,7.44,1
150,1,4,9.44,1
150,0,4,1.44,1
150,0,1,-8.5599,0
150,0,4,6.44,1
150,0,3,0.44,0
150,0,1,-6.5599,0
150,0,1,-8.5599,0
150,0,1,-12.56,0
150,0,4,15.44,1
150,0,4,0.44,1
150,0,1,-9.5599,0
150,1,1,-12.559,1
150,0,4,8.44,0
150,0,1,-7.5599,1
150,0,3,9.44,0
150,0,4,3.44,0
150,0,1,-10.56,0
150,1,4,4.44,1
151,1,4,6.44,0
151,1,4,-3.5599,1
151,1,4,-6.5599,0
151,1,4,1.44,1
151,1,4,1.44,1
151,1,2,-11.559,0
151,1,4,-1.5599,1
151,1,2,-7.5599,1
151,1,2,-11.559,1
151,1,1,-12.559,0
151,0,4,12.44,0
151,0,4,8.44,0
151,0,1,-12.559,0
151,0,1,-11.559,0
151,0,2,-1.56,0
151,0,4,-4.5599,0
151,0,4,4.44,1
151,0,3,-1.56,1
151,0,4,17.44,0
151,0,3,-7.5599,0
151,1,4,-1.5599,0
151,0,2,-8.5599,1
151,0,2,-7.56,1
151,0,4,-1.5599,0
151,0,4,12.44,1
151,1,4,12.44,0
151,0,3,-7.5599,0
151,0,2,-7.56,1
151,0,2,-3.5599,0
151,0,2,-5.5599,1
151,1,1,-10.559,1
151,0,1,-9.5599,0
151,1,2,-12.559,1
151,1,1,-0.5599,0
151,0,4,10.44,0
151,1,1,-6.5599,1
151,1,3,-6.5599,1
152,1,1,-2.5599,0
152,1,1,-11.559,0
152,1,4,14.44,1
152,1,2,-6.5599,0
152,1,1,1.44,0
152,1,2,4.44,1
152,1,4,10.44,0
152,0,2,-6.5599,1
152,0,2,-5.5599,0
152,0,1,-10.559,0
152,0,1,-13.559,1
152,0,2,-7.5599,0
152,0,4,-3.5599,0
152,0,4,-2.5599,0
152,0,4,-3.5599,0
152,0,2,-1.5599,0
152,0,4,13.44,0
152,0,2,-6.5599,1
152,0,4,4.44,1
152,0,4,10.44,1
152,0,4,6.44,0
152,0,4,19.44,0
152,0,2,-9.5599,1
152,0,4,14.44,1
152,0,4,3.44,1
152,0,1,-9.5599,1
152,0,4,14.44,1
152,0,4,6.44,1
152,0,4,19.44,0
152,0,1,-5.56,0
152,0,4,10.44,1
152,0,4,2.44,1
152,0,4,4.44,1
152,0,1,-12.56,0
152,1,1,-12.559,1
152,0,4,6.44,0
152,0,4,11.44,1
152,1,2,-9.5599,0
152,0,1,-13.559,1
152,0,4,14.44,0
152,0,2,-6.5599,0
152,1,2,-9.5599,0
152,1,4,8.44,0
152,1,2,-8.5599,0
152,0,1,-11.559,0
152,1,2,-12.559,0
152,0,2,-8.5599,0
152,0,4,3.44,1
152,0,1,-7.5599,1
152,0,2,-9.5599,1
152,0,4,1.44,1
152,0,1,-7.5599,0
152,0,4,6.44,1
152,1,2,-11.559,0
152,1,3,2.44,1
152,1,2,-3.5599,1
152,1,1,-12.559,0
152,1,1,-10.559,0
152,1,1,-12.559,0
152,0,3,-0.5599,0
152,0,2,2.44,1
153,1,4,19.44,1
153,1,1,-9.56,0
153,1,1,10.44,0
153,1,2,-11.559,0
153,1,4,6.44,0
153,1,4,0.44,0
153,1,3,-0.5599,0
153,1,3,-6.5599,0
153,1,1,-1.56,0
153,1,4,13.44,1
153,1,2,-7.5599,1
153,1,1,17.44,0
153,1,4,0.44,1
153,1,3,4.44,1
153,1,1,-9.56,1
153,1,2,-5.5599,0
153,1,1,-0.5599,0
153,1,3,0.44,1
153,1,4,1.44,1
154,1,2,2.44,0
154,1,3,13.44,0
154,1,1,-1.5599,1
154,1,4,6.44,0
154,1,4,4.44,0
154,1,2,6.44,0
155,1,4,13.44,1
155,1,1,-9.5599,0
155,1,1,-12.559,0
155,1,3,0.44,1
155,1,2,5.44,0
155,1,4,16.44,0
155,1,4,16.44,0
155,1,4,5.44,1
155,0,4,3.44,0
155,0,4,-0.5599,0
155,0,1,-12.559,0
155,0,3,-1.5599,0
155,0,4,17.44,1
155,0,3,1.44,1
155,0,1,-11.559,0
155,0,1,-8.5599,0
155,0,1,-8.5599,1
155,0,1,-8.5599,0
155,0,4,9.44,1
155,0,1,-2.5599,1
155,0,2,10.44,1
155,1,1,-9.5599,1
155,1,2,-11.559,0
155,1,2,-7.5599,1
155,1,1,-9.5599,1
155,0,4,15.44,0
155,1,4,9.44,1
155,0,2,-4.5599,1
155,1,1,-7.5599,1
155,0,1,-10.559,0
155,1,1,-8.5599,1
155,1,1,-3.5599,1
155,0,4,5.44,0
155,0,1,-13.559,1
155,0,1,-11.559,0
155,1,2,-10.559,0
155,0,4,12.44,1
155,0,2,-1.5599,1
155,1,2,6.44,1
155,0,3,-2.5599,1
155,0,2,-8.5599,1
155,0,3,1.44,1
155,1,4,9.44,1
155,1,4,8.44,0
155,1,2,-7.5599,1
156,1,2,-0.5599,0
156,1,4,4.44,1
156,1,4,17.44,0
156,0,2,3.44,1
156,0,4,0.44,0
156,0,4,3.44,1
156,0,2,-1.5599,0
156,0,1,-6.5599,0
156,0,1,-5.5599,0
156,0,4,10.44,0
156,0,1,-7.5599,0
156,0,4,-1.5599,0
156,0,1,-6.5599,0
156,0,3,5.44,1
156,0,1,-9.5599,0
156,0,1,-9.5599,0
156,0,4,6.44,0
156,0,4,18.44,0
156,0,4,14.4399,0
156,0,4,-1.5599,0
156,0,4,18.44,1
156,0,2,0.44,0
156,0,1,-6.5599,0
156,1,4,3.44,0
156,0,4,2.44,0
156,0,3,2.44,0
156,0,1,-9.5599,0
157,1,1,4.44,0
157,1,1,-11.559,0
157,1,2,0.44,1
157,1,4,0.44,0
157,1,4,17.44,0
157,0,1,-8.5599,1
157,0,4,18.44,1
157,0,1,-8.5599,1
157,0,1,-9.5599,1
157,0,3,1.44,1
157,0,1,-12.559,0
157,0,1,-7.5599,0
157,0,2,-3.5599,0
157,0,1,-0.5599,0
157,0,3,10.44,0
157,0,2,-5.5599,1
157,0,2,-6.5599,0
157,1,4,3.44,1
157,1,2,3.44,0
157,1,4,16.44,1
157,0,3,-8.5599,0
157,1,4,14.44,1
157,1,3,-7.5599,0
157,0,3,-1.5599,1
157,1,1,-9.5599,0
157,0,4,15.44,0
157,0,2,3.44,1
157,0,4,15.44,1
157,0,3,-5.5599,1
157,1,4,19.44,0
157,0,1,-11.559,0
157,0,1,-2.5599,1
157,1,4,19.44,0
158,0,2,-9.5599,0
158,0,3,-10.559,0
158,0,1,-12.56,0
158,0,4,4.44,0
158,0,4,10.44,0
158,0,2,-8.5599,0
158,0,3,-8.5599,1
158,0,4,2.44,0
158,0,1,-12.56,0
158,0,4,11.44,0
159,1,4,10.44,0
159,1,1,-7.5599,0
159,1,1,10.44,0
159,1,4,6.44,1
159,1,1,-8.5599,0
159,1,3,-3.5599,0
159,0,2,-7.56,1
159,0,2,17.44,0
159,0,4,2.44,0
159,0,3,-0.5599,1
159,0,3,2.44,1
159,0,1,-13.559,0
159,0,4,0.44,0
159,0,1,-11.559,0
159,0,1,-11.559,0
159,0,3,16.44,0
159,0,1,-12.559,0
159,0,4,7.44,1
159,0,4,-0.5599,0
159,0,1,-3.5599,0
159,0,1,-7.5599,0
159,1,1,-8.5599,1
159,0,1,-10.559,0
159,0,1,-9.5599,0
159,0,4,7.44,0
159,0,3,0.44,0
159,1,1,-13.56,0
159,1,2,-8.5599,0
159,0,4,4.44,0
159,0,2,-4.5599,0
159,1,4,-1.5599,1
159,0,2,-5.5599,0
160,1,1,-8.5599,0
160,1,3,8.44,0
160,1,2,-9.5599,1
160,1,4,-3.5599,1
160,1,1,-12.56,0
160,1,3,0.44,0
160,0,3,11.44,0
160,0,4,19.44,0
160,0,4,0.44,0
160,0,3,8.44,0
160,0,1,-9.5599,0
160,0,2,-9.5599,0
160,0,4,11.44,0
160,0,2,-5.56,0
160,0,4,19.44,0
160,0,3,-9.5599,1
160,0,3,-2.5599,0
160,0,4,14.44,0
160,0,1,-13.56,0
160,0,4,14.44,0
160,0,4,1.44,0
160,0,2,-8.5599,0
160,0,2,-7.5599,0
160,0,1,-11.559,1
160,0,1,-10.559,1
160,0,4,10.44,0
160,1,1,-12.56,0
160,0,1,-9.5599,1
160,0,2,-0.5599,1
160,0,4,14.44,0
160,0,3,-2.5599,0
160,0,4,6.44,0
160,0,4,5.44,0
160,1,4,12.44,0
160,0,2,-5.5599,0
160,0,3,-4.5599,0
160,0,4,1.44,1
160,1,4,10.44,0
160,0,2,-7.5599,0
160,0,4,8.44,0
160,1,2,-9.5599,1
160,1,1,-9.5599,0
